category,season,pilling,condition,price,pattern,stains,holes,front_img,back_img,timestamp,day,cut_multihot,damage_count,damage_severity,material_dict,material_vector,main_color,brand,type,size,usage
0,4,3,4,<50,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_08_34_06.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_34_06.jpg,2023_02_09_08_34_06,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'linen': 60, 'viscose': 40}","[0, 0, 40, 0, 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0]",1,2,0,5,0
0,0,5,5,100-150,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_09_35_25.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_35_25.jpg,2023_02_09_09_35_25,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 67, 'polyester': 30, 'elastane': 3}","[67, 30, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,1,0,1,1
0,4,5,4,50-100,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_07_21_04.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_21_04.jpg,2023_02_09_07_21_04,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,1,1
1,2,4,2,<50,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_12_15_06.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_15_06.jpg,2023_02_09_12_15_06,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,4,0,2,0
0,4,5,4,<50,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_07_55_31.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_55_31.jpg,2023_02_09_07_55_31,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,2,0,0,0
0,4,5,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_09_11_50.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_11_50.jpg,2023_02_09_09_11_50,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,"{'cotton': 97, 'lycra': 3}","[97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]",8,2,0,4,1
1,3,5,4,100-150,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_13_44_14.jpg,/content/feb2023/2023-02-09/back_2023_02_09_13_44_14.jpg,2023_02_09_13_44_14,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'polyester': 88, 'elastane': 12}","[0, 88, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,5,2,2,0
0,4,5,4,50-100,3,0,0,/content/feb2023/2023-02-09/front_2023_02_09_07_53_11.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_53_11.jpg,2023_02_09_07_53_11,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3,0,4,1
0,4,5,5,100-150,1,0,1,/content/feb2023/2023-02-09/front_2023_02_09_07_46_01.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_46_01.jpg,2023_02_09_07_46_01,2023-02-09,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'cotton': 65, 'polyester': 35}","[65, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,5,0,2,1
0,2,5,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_12_54_38.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_54_38.jpg,2023_02_09_12_54_38,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'linen': 55, 'cotton': 45}","[45, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0]",8,2,0,4,1
0,0,5,4,<50,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_56_18.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_56_18.jpg,2023_02_09_06_56_18,2023-02-09,"[0, 0, 0, 1, 0, 0, 0, 0]",1,1,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,1,0,0,0
0,4,5,5,100-150,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_08_04.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_08_04.jpg,2023_02_09_06_08_04,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,2,0,3,1
0,0,5,5,50-100,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_44_18.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_44_18.jpg,2023_02_09_06_44_18,2023-02-09,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,{'silk': 100},"[0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",10,2,5,4,1
0,4,5,3,<50,0,0,1,/content/feb2023/2023-02-09/front_2023_02_09_07_42_37.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_42_37.jpg,2023_02_09_07_42_37,2023-02-09,"[0, 0, 0, 0, 0, 0, 0, 0]",1,1,{'acrylic': 100},"[0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",7,2,0,3,0
0,0,5,3,<50,0,1,1,/content/feb2023/2023-02-09/front_2023_02_09_07_06_51.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_06_51.jpg,2023_02_09_07_06_51,2023-02-09,"[1, 0, 1, 0, 0, 0, 0, 0]",0,0,"{'cotton': 95, 'elastane': 5}","[95, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,6,0,2,0
0,4,5,4,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_07_14_07.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_14_07.jpg,2023_02_09_07_14_07,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",1,1,"{'polyester': 90, 'elastane': 10}","[0, 90, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0,2,0
0,0,5,4,50-100,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_09_25_36.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_25_36.jpg,2023_02_09_09_25_36,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,2,0,2,0
0,2,5,5,50-100,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_12_57_40.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_57_40.jpg,2023_02_09_12_57_40,2023-02-09,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,2,0,2,1
0,2,4,2,<50,0,1,2,/content/feb2023/2023-02-09/front_2023_02_09_12_30_06.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_30_06.jpg,2023_02_09_12_30_06,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",1,1,"{'cotton': 92, 'elastane': 8}","[92, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,2,0,0
0,1,5,4,<50,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_13_40_56.jpg,/content/feb2023/2023-02-09/back_2023_02_09_13_40_56.jpg,2023_02_09_13_40_56,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,2,0,2,0
0,4,5,5,100-150,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_04_36.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_04_36.jpg,2023_02_09_06_04_36,2023-02-09,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'viscose': 80, 'nylon': 20}","[0, 0, 80, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0,4,1
0,0,3,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_09_14_40.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_14_40.jpg,2023_02_09_09_14_40,2023-02-09,"[0, 0, 0, 0, 0, 1, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,0,2,0
0,1,5,5,50-100,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_13_53_26.jpg,/content/feb2023/2023-02-09/back_2023_02_09_13_53_26.jpg,2023_02_09_13_53_26,2023-02-09,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'viscose': 80, 'linen': 20}","[0, 0, 80, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0]",1,2,2,1,1
0,0,5,4,<50,1,1,0,/content/feb2023/2023-02-09/front_2023_02_09_06_51_30.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_51_30.jpg,2023_02_09_06_51_30,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,"{'polyester': 95, 'elastane': 5}","[0, 95, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,2,0
1,3,4,3,50-100,0,1,2,/content/feb2023/2023-02-09/front_2023_02_09_12_50_35.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_50_35.jpg,2023_02_09_12_50_35,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",1,1,"{'polyester': 50, 'viscose': 50}","[0, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,2,2,4,0
0,4,5,4,100-150,2,1,0,/content/feb2023/2023-02-09/front_2023_02_09_06_12_04.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_12_04.jpg,2023_02_09_06_12_04,2023-02-09,"[0, 0, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,3,0
0,1,5,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_13_33_03.jpg,/content/feb2023/2023-02-09/back_2023_02_09_13_33_03.jpg,2023_02_09_13_33_03,2023-02-09,"[1, 0, 0, 0, 1, 0, 0, 0]",0,0,{'silk': 100},"[0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0]",1,2,0,4,1
0,0,3,5,<50,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_47_35.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_47_35.jpg,2023_02_09_06_47_35,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'cotton': 60, 'polyester': 35, 'elastane': 5}","[60, 35, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,1,0,2,0
0,1,5,2,<50,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_14_06_11.jpg,/content/feb2023/2023-02-09/back_2023_02_09_14_06_11.jpg,2023_02_09_14_06_11,2023-02-09,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,0,0
0,4,5,4,<50,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_08_31_10.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_31_10.jpg,2023_02_09_08_31_10,2023-02-09,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,1,0,1
0,2,4,3,<50,1,1,0,/content/feb2023/2023-02-09/front_2023_02_09_12_18_27.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_18_27.jpg,2023_02_09_12_18_27,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,0,0
0,0,4,4,<50,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_31_57.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_31_57.jpg,2023_02_09_06_31_57,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'viscose': 96, 'elastane': 4}","[0, 0, 96, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,1,0,4,0
0,1,4,1,<50,0,1,2,/content/feb2023/2023-02-09/front_2023_02_09_13_04_48.jpg,/content/feb2023/2023-02-09/back_2023_02_09_13_04_48.jpg,2023_02_09_13_04_48,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 1]",19,3,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,2,1,4,0
0,4,5,4,50-100,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_08_12_22.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_12_22.jpg,2023_02_09_08_12_22,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,"{'polyester': 97, 'elastane': 3}","[0, 97, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,1,2,1
0,1,5,5,100-150,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_08_47_26.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_47_26.jpg,2023_02_09_08_47_26,2023-02-09,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,4,0,3,1
0,4,5,5,100-150,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_09_56_14.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_56_14.jpg,2023_02_09_09_56_14,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,5,0,2,1
0,4,5,5,100-150,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_09_48_43.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_48_43.jpg,2023_02_09_09_48_43,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'acrylic': 40, 'nylon': 36, 'mohair': 24}","[0, 0, 0, 40, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,1,0,2,1
0,1,5,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_08_41_29.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_41_29.jpg,2023_02_09_08_41_29,2023-02-09,"[0, 0, 0, 0, 0, 0, 1, 0]",0,0,"{'polyester': 95, 'elastane': 5}","[0, 95, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,1,0,0,1
0,0,3,3,<50,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_07_03_36.jpg,/content/feb2023/2023-02-09/back_2023_02_09_07_03_36.jpg,2023_02_09_07_03_36,2023-02-09,"[1, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'polyester': 65, 'viscose': 35}","[0, 65, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,4,0
0,1,5,5,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_08_38_12.jpg,/content/feb2023/2023-02-09/back_2023_02_09_08_38_12.jpg,2023_02_09_08_38_12,2023-02-09,"[0, 0, 0, 0, 0, 0, 1, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,1,0,3,1
0,2,5,5,100-150,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_12_22_31.jpg,/content/feb2023/2023-02-09/back_2023_02_09_12_22_31.jpg,2023_02_09_12_22_31,2023-02-09,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3,2,3,0,1
0,0,5,4,50-100,0,0,0,/content/feb2023/2023-02-09/front_2023_02_09_06_28_16.jpg,/content/feb2023/2023-02-09/back_2023_02_09_06_28_16.jpg,2023_02_09_06_28_16,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,4,1
0,1,5,4,<50,1,0,0,/content/feb2023/2023-02-09/front_2023_02_09_14_07_52.jpg,/content/feb2023/2023-02-09/back_2023_02_09_14_07_52.jpg,2023_02_09_14_07_52,2023-02-09,"[0, 0, 0, 0, 0, 0, 1, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,4,0,0
0,0,3,4,<50,0,1,0,/content/feb2023/2023-02-09/front_2023_02_09_09_31_56.jpg,/content/feb2023/2023-02-09/back_2023_02_09_09_31_56.jpg,2023_02_09_09_31_56,2023-02-09,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'acrylic': 60, 'cotton': 40}","[40, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,2,0,2,0
0,0,5,4,50-100,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_10_42_45.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_42_45.jpg,2023_02_02_10_42_45,2023-02-02,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,"{'cotton': 60, 'acrylic': 40}","[60, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,3,0,6,1
0,4,5,5,100-150,1,0,0,/content/feb2023/2023-02-02/front_2023_02_02_08_12_48.jpg,/content/feb2023/2023-02-02/back_2023_02_02_08_12_48.jpg,2023_02_02_08_12_48,2023-02-02,"[1, 0, 1, 0, 0, 0, 0, 0]",0,0,"{'polyester': 83, 'elastane': 17}","[0, 83, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,0,3,1
0,0,5,5,50-100,3,0,0,/content/feb2023/2023-02-02/front_2023_02_02_10_49_28.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_49_28.jpg,2023_02_02_10_49_28,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0,3,1
0,4,5,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_08_04_54.jpg,/content/feb2023/2023-02-02/back_2023_02_02_08_04_54.jpg,2023_02_02_08_04_54,2023-02-02,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,2,1,2,0
0,4,5,2,<50,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_08_00_19.jpg,/content/feb2023/2023-02-02/back_2023_02_02_08_00_19.jpg,2023_02_02_08_00_19,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,2,0
0,4,5,4,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_07_46_52.jpg,/content/feb2023/2023-02-02/back_2023_02_02_07_46_52.jpg,2023_02_02_07_46_52,2023-02-02,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,"{'lyocell': 55, 'viscose': 45}","[0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0]",5,1,0,6,2
0,4,5,2,50-100,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_08_30_42.jpg,/content/feb2023/2023-02-02/back_2023_02_02_08_30_42.jpg,2023_02_02_08_30_42,2023-02-02,"[0, 1, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,5,0,2,1
0,0,5,2,<50,0,0,1,/content/feb2023/2023-02-02/front_2023_02_02_09_42_38.jpg,/content/feb2023/2023-02-02/back_2023_02_02_09_42_38.jpg,2023_02_02_09_42_38,2023-02-02,"[0, 0, 0, 0, 0, 1, 0, 0]",0,0,"{'acrylic': 90, 'mohair': 10}","[0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",6,1,1,2,0
0,0,5,3,<50,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_10_11_07.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_11_07.jpg,2023_02_02_10_11_07,2023-02-02,"[0, 0, 0, 1, 0, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,1,0,2,0
0,1,5,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_09_38_38.jpg,/content/feb2023/2023-02-02/back_2023_02_02_09_38_38.jpg,2023_02_02_09_38_38,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'viscose': 100},"[0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,4,1,4,0
0,0,5,2,<50,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_09_58_03.jpg,/content/feb2023/2023-02-02/back_2023_02_02_09_58_03.jpg,2023_02_02_09_58_03,2023-02-02,"[0, 0, 0, 0, 1, 0, 0, 0]",0,0,{'cotton': 100},"[100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,0,2
0,4,5,5,150-250,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_08_16_12.jpg,/content/feb2023/2023-02-02/back_2023_02_02_08_16_12.jpg,2023_02_02_08_16_12,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,3,3,1
0,0,5,5,100-150,1,0,0,/content/feb2023/2023-02-02/front_2023_02_02_09_51_35.jpg,/content/feb2023/2023-02-02/back_2023_02_02_09_51_35.jpg,2023_02_02_09_51_35,2023-02-02,"[1, 0, 0, 1, 0, 0, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,3,1
0,0,5,3,50-100,1,1,0,/content/feb2023/2023-02-02/front_2023_02_02_10_05_55.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_05_55.jpg,2023_02_02_10_05_55,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'viscose': 68, 'polyester': 27, 'elastane': 5}","[0, 27, 68, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,1,4,0
0,4,5,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_07_34_24.jpg,/content/feb2023/2023-02-02/back_2023_02_02_07_34_24.jpg,2023_02_02_07_34_24,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'polyester': 92, 'elastane': 8}","[0, 92, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",9,2,0,3,0
0,4,3,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_07_43_00.jpg,/content/feb2023/2023-02-02/back_2023_02_02_07_43_00.jpg,2023_02_02_07_43_00,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'viscose': 50, 'acrylic': 50}","[0, 0, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,1,0,3,0
0,0,5,5,100-150,1,0,0,/content/feb2023/2023-02-02/front_2023_02_02_10_54_19.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_54_19.jpg,2023_02_02_10_54_19,2023-02-02,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,{},"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2,0,4,1
0,0,5,4,100-150,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_11_19_52.jpg,/content/feb2023/2023-02-02/back_2023_02_02_11_19_52.jpg,2023_02_02_11_19_52,2023-02-02,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,{'polyester': 100},"[0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",8,1,0,2,0
0,4,5,5,100-150,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_07_24_52.jpg,/content/feb2023/2023-02-02/back_2023_02_02_07_24_52.jpg,2023_02_02_07_24_52,2023-02-02,"[0, 1, 0, 0, 0, 0, 0, 0]",0,0,"{'cotton': 92, 'elastane': 8}","[92, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",11,3,0,4,1
0,0,4,3,50-100,0,0,0,/content/feb2023/2023-02-02/front_2023_02_02_10_33_59.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_33_59.jpg,2023_02_02_10_33_59,2023-02-02,"[1, 0, 1, 0, 0, 0, 0, 0]",0,0,{'acrylic': 100},"[0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,1,2,0
0,4,3,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_09_34_13.jpg,/content/feb2023/2023-02-02/back_2023_02_02_09_34_13.jpg,2023_02_02_09_34_13,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'viscose': 69, 'polyester': 31}","[0, 31, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,2,0,0,0
0,0,5,3,50-100,0,1,0,/content/feb2023/2023-02-02/front_2023_02_02_10_37_59.jpg,/content/feb2023/2023-02-02/back_2023_02_02_10_37_59.jpg,2023_02_02_10_37_59,2023-02-02,"[1, 0, 0, 0, 0, 0, 0, 0]",0,0,"{'polyester': 97, 'elastane': 3}","[0, 97, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,1,0,2,0
